type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Re_cleaned,Rct_cleaned
charge,[2008.       8.       3.      22.      18.      31.312],24,B0018,171,6524,06524.csv,,,,,
impedance,[2.0080e+03 8.0000e+00 4.0000e+00 1.0000e+00 1.6000e+01 5.2796e+01],24,B0018,172,6525,06525.csv,,0.0627245995271744,0.090046169627389,0.0627245995271744,0.090046169627389
discharge,[2.008e+03 8.000e+00 4.000e+00 1.000e+00 4.800e+01 4.289e+01],24,B0018,173,6526,06526.csv,1.4963534117486457,,,,
impedance,[2.0080e+03 8.0000e+00 4.0000e+00 2.0000e+00 4.4000e+01 1.6218e+01],24,B0018,174,6527,06527.csv,,0.0631972345620259,0.0872013762847039,0.0631972345620259,0.0872013762847039
charge,[2008.       8.       4.      14.       9.       7.859],24,B0018,175,6528,06528.csv,,,,,
discharge,[2008.       8.       4.      17.       8.      25.328],24,B0018,176,6529,06529.csv,1.5334262000312422,,,,
charge,[2008.       8.       4.      18.       0.      55.828],24,B0018,177,6530,06530.csv,,,,,
discharge,[2008.       8.       4.      20.      55.      13.796],24,B0018,178,6531,06531.csv,1.523845267514426,,,,
charge,[2008.       8.       4.      21.      47.      14.953],24,B0018,179,6532,06532.csv,,,,,
discharge,[2008.       8.       5.       0.      41.      24.609],24,B0018,180,6533,06533.csv,1.5011920994261239,,,,
charge,[2.0080e+03 8.0000e+00 5.0000e+00 1.0000e+00 3.3000e+01 1.0312e+01],24,B0018,181,6534,06534.csv,,,,,
discharge,[2008.       8.       5.       4.      27.      50.953],24,B0018,182,6535,06535.csv,1.492417671450291,,,,
charge,[2008.       8.       5.       5.      19.      22.859],24,B0018,183,6536,06536.csv,,,,,
discharge,[2008.      8.      5.      8.     23.     48.25],24,B0018,184,6537,06537.csv,1.483323851940123,,,,
impedance,[2008.       8.       5.       9.      19.       2.828],24,B0018,185,6538,06538.csv,,0.0633286451454753,0.0879797666852718,0.0633286451454753,0.0879797666852718
charge,[2008.       8.       5.       9.      50.      52.046],24,B0018,186,6539,06539.csv,,,,,
discharge,[2008.       8.       5.      12.      50.      42.531],24,B0018,187,6540,06540.csv,1.4807376792294196,,,,
charge,[2008.       8.       5.      13.      41.      40.625],24,B0018,188,6541,06541.csv,,,,,
discharge,[2008.       8.       5.      16.      36.      12.671],24,B0018,189,6542,06542.csv,1.4735077809902477,,,,
charge,[2008.       8.       5.      17.      26.      58.796],24,B0018,190,6543,06543.csv,,,,,
discharge,[2008.       8.       5.      20.      21.      46.906],24,B0018,191,6544,06544.csv,1.46801928526661,,,,
charge,[2008.       8.       5.      21.      12.      24.031],24,B0018,192,6545,06545.csv,,,,,
discharge,[2008.       8.       6.       0.       6.      53.156],24,B0018,193,6546,06546.csv,1.4580923557119019,,,,
charge,[2008.       8.       6.       0.      57.      26.078],24,B0018,194,6547,06547.csv,,,,,
impedance,[2008.       8.       6.       3.      56.       3.328],24,B0018,195,6548,06548.csv,,0.0643827606982796,0.0910814973658125,0.0643827606982796,0.0910814973658125
discharge,[2008.       8.       6.       4.      27.      52.921],24,B0018,196,6549,06549.csv,1.4478660988891399,,,,
impedance,[2008.       8.       6.       5.      22.       8.593],24,B0018,197,6550,06550.csv,,0.0632262185222777,0.0876297004096254,0.0632262185222777,0.0876297004096254
charge,[2008.       8.       6.       5.      53.      58.484],24,B0018,198,6551,06551.csv,,,,,
discharge,[2008.       8.       6.       8.      55.      24.593],24,B0018,199,6552,06552.csv,1.4527808777541982,,,,
charge,[2008.       8.       6.       9.      45.      37.468],24,B0018,200,6553,06553.csv,,,,,
discharge,[2008.       8.       6.      12.      40.      42.031],24,B0018,201,6554,06554.csv,1.4425356364492432,,,,
charge,[2008.       8.       6.      13.      30.      36.734],24,B0018,202,6555,06555.csv,,,,,
discharge,[2008.       8.       6.      16.      25.      32.093],24,B0018,203,6556,06556.csv,1.4392712877203313,,,,
charge,[2008.       8.       6.      17.      15.      22.078],24,B0018,204,6557,06557.csv,,,,,
discharge,[2008.       8.       6.      20.       9.      11.453],24,B0018,205,6558,06558.csv,1.4286475681888218,,,,
charge,[2008.       8.       6.      20.      58.      55.781],24,B0018,206,6559,06559.csv,,,,,
impedance,[2008.       8.       6.      23.      55.      49.046],24,B0018,207,6560,06560.csv,,0.0627596460234384,0.0922488167541978,0.0627596460234384,0.0922488167541978
discharge,[2008.       8.       7.       0.      27.      39.046],24,B0018,208,6561,06561.csv,1.4249026750004896,,,,
impedance,[2.0080e+03 8.0000e+00 7.0000e+00 1.0000e+00 2.1000e+01 1.8375e+01],24,B0018,209,6562,06562.csv,,0.0630642320115214,0.0887875504657166,0.0630642320115214,0.0887875504657166
charge,[2008.       8.       7.      16.      13.       2.546],24,B0018,210,6563,06563.csv,,,,,
discharge,[2008.       8.       7.      19.       5.      53.109],24,B0018,211,6564,06564.csv,1.4698115324524124,,,,
charge,[2008.       8.       7.      19.      56.      43.171],24,B0018,212,6565,06565.csv,,,,,
discharge,[2008.       8.       7.      22.      50.      51.859],24,B0018,213,6566,06566.csv,1.4525819651050202,,,,
charge,[2008.      8.      7.     23.     40.     59.14],24,B0018,214,6567,06567.csv,,,,,
discharge,[2.008e+03 8.000e+00 8.000e+00 2.000e+00 3.200e+01 5.325e+01],24,B0018,215,6568,06568.csv,1.442834198908794,,,,
charge,[2008.       8.       8.       3.      22.      43.812],24,B0018,216,6569,06569.csv,,,,,
discharge,[2008.       8.       8.       6.      16.      47.328],24,B0018,217,6570,06570.csv,1.428376058807949,,,,
charge,[2008.       8.       8.       7.       6.      26.906],24,B0018,218,6571,06571.csv,,,,,
discharge,[2008.       8.       8.      10.      14.      50.671],24,B0018,219,6572,06572.csv,1.4154547844370715,,,,
impedance,[2008.     8.     8.    11.     8.    17.5],24,B0018,220,6573,06573.csv,,0.0654312939216661,0.0884263275530729,0.0654312939216661,0.0884263275530729
charge,[2008.       8.       8.      17.       8.      38.187],24,B0018,221,6574,06574.csv,,,,,
discharge,[2008.       8.       8.      20.      10.       8.812],24,B0018,222,6575,06575.csv,1.454576670077708,,,,
charge,[2008.       8.       8.      21.       0.      10.343],24,B0018,223,6576,06576.csv,,,,,
discharge,[2.008e+03 8.000e+00 8.000e+00 2.300e+01 5.400e+01 1.812e+00],24,B0018,224,6577,06577.csv,1.4283179548274056,,,,
charge,[2008.       8.       9.       0.      43.      42.343],24,B0018,225,6578,06578.csv,,,,,
discharge,[2008.       8.       9.       3.      37.       6.281],24,B0018,226,6579,06579.csv,1.4197026883204058,,,,
charge,[2008.       8.       9.       4.      26.      32.125],24,B0018,227,6580,06580.csv,,,,,
discharge,[2008.       8.       9.       7.      19.      59.656],24,B0018,228,6581,06581.csv,1.4155606630306516,,,,
charge,[2008.       8.       9.       8.       9.      19.531],24,B0018,229,6582,06582.csv,,,,,
impedance,[2008.       8.       9.      11.       5.       3.671],24,B0018,230,6583,06583.csv,,0.0640350502034096,0.0916416933004205,0.0640350502034096,0.0916416933004205
discharge,[2008.       8.       9.      11.      36.      57.875],24,B0018,231,6584,06584.csv,1.405680035419228,,,,
impedance,[2008.       8.       9.      12.      29.      58.343],24,B0018,232,6585,06585.csv,,0.0643168361931131,0.0868069025668704,0.0643168361931131,0.0868069025668704
charge,[2.0080e+03 8.0000e+00 9.0000e+00 1.3000e+01 1.0000e+00 4.9218e+01],24,B0018,233,6586,06586.csv,,,,,
discharge,[2008.       8.       9.      15.      59.       2.406],24,B0018,234,6587,06587.csv,1.4084461071166137,,,,
charge,[2008.       8.       9.      16.      47.      55.859],24,B0018,235,6588,06588.csv,,,,,
discharge,[2008.       8.       9.      19.      41.      13.296],24,B0018,236,6589,06589.csv,1.3968547782872414,,,,
charge,[2.008e+03 8.000e+00 9.000e+00 2.000e+01 3.000e+01 6.200e-02],24,B0018,237,6590,06590.csv,,,,,
discharge,[2.008e+03 8.000e+00 9.000e+00 2.300e+01 2.200e+01 9.840e-01],24,B0018,238,6591,06591.csv,1.3935670371440676,,,,
charge,[2008.       8.      10.       0.      10.      42.265],24,B0018,239,6592,06592.csv,,,,,
discharge,[2.008e+03 8.000e+00 1.000e+01 3.000e+00 1.000e+00 8.859e+00],24,B0018,240,6593,06593.csv,1.3893644292809475,,,,
charge,[2008.       8.      10.       3.      49.      44.953],24,B0018,241,6594,06594.csv,,,,,
impedance,[2008.       8.      10.       6.      47.      17.265],24,B0018,242,6595,06595.csv,,0.0654644342393943,0.0925002319045349,0.0654644342393943,0.0925002319045349
discharge,[2008.       8.      10.       7.      19.       8.453],24,B0018,243,6596,06596.csv,1.3785651415666713,,,,
impedance,[2008.       8.      10.       8.      11.      28.671],24,B0018,244,6597,06597.csv,,0.0654529706546391,0.0888408418585299,0.0654529706546391,0.0888408418585299
charge,[2008.       8.      10.       8.      43.      19.843],24,B0018,245,6598,06598.csv,,,,,
discharge,[2008.       8.      10.      11.      39.      39.812],24,B0018,246,6599,06599.csv,1.384901110085747,,,,
charge,[2008.      8.     10.     12.     28.      9.39],24,B0018,247,6600,06600.csv,,,,,
discharge,[2008.       8.      10.      15.      21.      25.468],24,B0018,248,6601,06601.csv,1.3703251814242443,,,,
charge,[2008.      8.     10.     16.      9.     41.39],24,B0018,249,6602,06602.csv,,,,,
discharge,[2.008e+03 8.000e+00 1.000e+01 1.900e+01 1.000e+00 7.218e+00],24,B0018,250,6603,06603.csv,1.3733464385229082,,,,
charge,[2008.      8.     10.     19.     49.     16.25],24,B0018,251,6604,06604.csv,,,,,
discharge,[2008.       8.      10.      22.      40.      10.453],24,B0018,252,6605,06605.csv,1.3679487285504814,,,,
charge,[2008.       8.      10.      23.      28.      10.781],24,B0018,253,6606,06606.csv,,,,,
impedance,[2.0080e+03 8.0000e+00 1.1000e+01 2.0000e+00 2.1000e+01 2.8359e+01],24,B0018,254,6607,06607.csv,,0.0660567598197252,0.0902436427818111,0.0660567598197252,0.0902436427818111
discharge,[2.0080e+03 8.0000e+00 1.1000e+01 2.0000e+00 5.3000e+01 1.9859e+01],24,B0018,255,6608,06608.csv,1.3567141087089647,,,,
impedance,[2008.       8.      11.       3.      45.      14.421],24,B0018,256,6609,06609.csv,,0.0655091497890936,0.089572346161732,0.0655091497890936,0.089572346161732
charge,[2008.       8.      14.      10.       5.      53.078],24,B0018,257,6610,06610.csv,,,,,
discharge,[2008.       8.      14.      13.       4.      49.687],24,B0018,258,6611,06611.csv,1.4604310209194575,,,,
charge,[2008.       8.      14.      13.      54.      59.015],24,B0018,259,6612,06612.csv,,,,,
discharge,[2008.       8.      14.      16.      49.      56.812],24,B0018,260,6613,06613.csv,1.4500998937104097,,,,
charge,[2008.      8.     14.     17.     39.     49.25],24,B0018,261,6614,06614.csv,,,,,
discharge,[2008.       8.      14.      20.      29.      23.812],24,B0018,262,6615,06615.csv,1.4381406901824496,,,,
charge,[2008.       8.      14.      21.      19.       9.703],24,B0018,263,6616,06616.csv,,,,,
discharge,[2008.       8.      15.       0.       8.      59.578],24,B0018,264,6617,06617.csv,1.4283681980964316,,,,
charge,[2008.       8.      15.       0.      58.      33.437],24,B0018,265,6618,06618.csv,,,,,
discharge,[2008.       8.      15.       3.      59.      10.796],24,B0018,266,6619,06619.csv,1.4147874517552432,,,,
impedance,[2008.       8.      15.       4.      52.      13.984],24,B0018,267,6620,06620.csv,,0.0660246141591635,0.0893968694708912,0.0660246141591635,0.0893968694708912
charge,[2008.       8.      15.       5.      24.       5.828],24,B0018,268,6621,06621.csv,,,,,
discharge,[2008.       8.      15.       8.      19.      52.703],24,B0018,269,6622,06622.csv,1.413889163393182,,,,
charge,[2.008e+03 8.000e+00 1.500e+01 9.000e+00 9.000e+00 9.300e-02],24,B0018,270,6623,06623.csv,,,,,
discharge,[2008.      8.     15.     12.      0.      3.39],24,B0018,271,6624,06624.csv,1.3989331662177225,,,,
charge,[2008.       8.      15.      12.      48.      53.031],24,B0018,272,6625,06625.csv,,,,,
discharge,[2008.       8.      15.      15.      37.      16.687],24,B0018,273,6626,06626.csv,1.3953322584033976,,,,
charge,[2008.       8.      15.      16.      25.      59.281],24,B0018,274,6627,06627.csv,,,,,
discharge,[2008.       8.      15.      19.      13.      34.203],24,B0018,275,6628,06628.csv,1.390046129540245,,,,
charge,[2.008e+03 8.000e+00 1.500e+01 2.000e+01 2.000e+00 8.796e+00],24,B0018,276,6629,06629.csv,,,,,
impedance,[2008.       8.      15.      22.      55.      12.296],24,B0018,277,6630,06630.csv,,0.0652892568851771,0.0913916544478255,0.0652892568851771,0.0913916544478255
discharge,[2008.       8.      15.      23.      27.       4.375],24,B0018,278,6631,06631.csv,1.3860271454209647,,,,
impedance,[2008.       8.      16.       0.      19.      33.375],24,B0018,279,6632,06632.csv,,0.0629732782106259,0.0879110001707879,0.0629732782106259,0.0879110001707879
charge,[2008.       8.      16.       0.      51.      25.468],24,B0018,280,6633,06633.csv,,,,,
discharge,[2008.      8.     16.      3.     52.     55.64],24,B0018,281,6634,06634.csv,1.388215260193751,,,,
charge,[2008.       8.      16.       4.      41.      15.562],24,B0018,282,6635,06635.csv,,,,,
discharge,[2008.       8.      16.       7.      37.      37.796],24,B0018,283,6636,06636.csv,1.3761826562394497,,,,
charge,[2008.       8.      16.       8.      25.      37.593],24,B0018,284,6637,06637.csv,,,,,
discharge,[2008.      8.     16.     11.     21.     22.14],24,B0018,285,6638,06638.csv,1.3647168898640165,,,,
charge,[2008.       8.      16.      12.       9.      15.296],24,B0018,286,6639,06639.csv,,,,,
discharge,[2.008e+03 8.000e+00 1.600e+01 1.500e+01 2.000e+00 5.664e+01],24,B0018,287,6640,06640.csv,1.3589854739373584,,,,
charge,[2008.       8.      16.      15.      50.      39.953],24,B0018,288,6641,06641.csv,,,,,
impedance,[2008.       8.      16.      18.      43.      57.156],24,B0018,289,6642,06642.csv,,0.0651685236241181,0.0957073119737363,0.0651685236241181,0.0957073119737363
discharge,[2008.       8.      16.      19.      15.      49.609],24,B0018,290,6643,06643.csv,1.3462308764008801,,,,
impedance,[2008.       8.      16.      20.       7.      19.218],24,B0018,291,6644,06644.csv,,0.0637387678424481,0.0911517651919058,0.0637387678424481,0.0911517651919058
charge,[2008.       8.      18.      11.      25.      33.828],24,B0018,292,6645,06645.csv,,,,,
discharge,[2008.       8.      18.      14.      27.      16.015],24,B0018,293,6646,06646.csv,1.4268427818454643,,,,
charge,[2008.       8.      18.      15.      16.      36.906],24,B0018,294,6647,06647.csv,,,,,
discharge,[2008.       8.      18.      18.       8.      54.125],24,B0018,295,6648,06648.csv,1.4064481483279663,,,,
charge,[2008.       8.      18.      18.      57.      53.437],24,B0018,296,6649,06649.csv,,,,,
discharge,[2008.       8.      18.      21.      48.      48.484],24,B0018,297,6650,06650.csv,1.3934907492075153,,,,
charge,[2008.       8.      18.      22.      37.      25.296],24,B0018,298,6651,06651.csv,,,,,
discharge,[2.0080e+03 8.0000e+00 1.9000e+01 1.0000e+00 2.5000e+01 4.3656e+01],24,B0018,299,6652,06652.csv,1.3882493512249316,,,,
charge,[2.008e+03 8.000e+00 1.900e+01 2.000e+00 1.400e+01 1.250e+01],24,B0018,300,6653,06653.csv,,,,,
discharge,[2008.       8.      19.       5.      17.       5.812],24,B0018,301,6654,06654.csv,1.3701878338420928,,,,
impedance,[2008.       8.      19.       6.       9.      14.562],24,B0018,302,6655,06655.csv,,0.0652185637943141,0.0903487114950748,0.0652185637943141,0.0903487114950748
charge,[2008.       8.      19.       6.      41.       7.359],24,B0018,303,6656,06656.csv,,,,,
discharge,[2008.     8.    19.     9.    39.    42.5],24,B0018,304,6657,06657.csv,1.3796951665608619,,,,
charge,[2008.       8.      19.      10.      27.      54.171],24,B0018,305,6658,06658.csv,,,,,
discharge,[2008.       8.      19.      13.      17.      33.984],24,B0018,306,6659,06659.csv,1.3686586323935683,,,,
charge,[2008.       8.      19.      14.       5.      26.578],24,B0018,307,6660,06660.csv,,,,,
discharge,[2008.       8.      19.      16.      54.      51.734],24,B0018,308,6661,06661.csv,1.3627371779096438,,,,
charge,[2008.       8.      19.      17.      42.      47.484],24,B0018,309,6662,06662.csv,,,,,
discharge,[2008.       8.      19.      20.      32.      20.468],24,B0018,310,6663,06663.csv,1.3634051133928073,,,,
charge,[2008.       8.      19.      21.      20.      19.656],24,B0018,311,6664,06664.csv,,,,,
impedance,[2008.       8.      20.       0.      11.      12.234],24,B0018,312,6665,06665.csv,,0.0659045596348677,0.0920096535708447,0.0659045596348677,0.0920096535708447
discharge,[2008.       8.      20.       0.      43.       5.406],24,B0018,313,6666,06666.csv,1.3518646035305233,,,,
impedance,[2.0080e+03 8.0000e+00 2.0000e+01 1.0000e+00 3.4000e+01 4.4437e+01],24,B0018,314,6667,06667.csv,,0.0660685027151648,0.0889588507439178,0.0660685027151648,0.0889588507439178
charge,[2.0080e+03 8.0000e+00 2.0000e+01 2.0000e+00 6.0000e+00 3.7718e+01],24,B0018,315,6668,06668.csv,,,,,
discharge,[2.008e+03 8.000e+00 2.000e+01 5.000e+00 2.000e+00 2.960e-01],24,B0018,316,6669,06669.csv,1.3547969729652622,,,,
charge,[2008.       8.      20.       5.      49.      31.828],24,B0018,317,6670,06670.csv,,,,,
discharge,[2008.       8.      20.       8.      37.      19.515],24,B0018,318,6671,06671.csv,1.341051440640485,,,,
discharge,[2010.       9.      17.      15.      17.      48.765],4,B0053,0,6672,06672.csv,1.0691417886194299,,,,
impedance,[2.010e+03 9.000e+00 1.700e+01 1.600e+01 2.000e+00 3.289e+01],24,B0053,1,6673,06673.csv,,0.100901925840838,0.1547804932349314,0.100901925840838,0.1547804932349314
charge,[2010.       9.      17.      16.      34.      19.843],4,B0053,2,6674,06674.csv,,,,,
impedance,[2010.       9.      17.      19.      39.      33.093],24,B0053,3,6675,06675.csv,,0.0996980829489472,0.1678926795728959,0.0996980829489472,0.1678926795728959
discharge,[2010.       9.      17.      20.      11.      19.796],4,B0053,4,6676,06676.csv,1.1540727934432229,,,,
charge,[2010.       9.      17.      20.      55.      26.968],4,B0053,5,6677,06677.csv,,,,,
discharge,[2010.      9.     17.     23.     56.     44.39],4,B0053,6,6678,06678.csv,1.1501525413826983,,,,
charge,[2010.       9.      18.       0.      40.      13.437],4,B0053,7,6679,06679.csv,,,,,
discharge,[2010.       9.      18.       3.      41.      26.687],4,B0053,8,6680,06680.csv,1.1305863853936766,,,,
charge,[2010.       9.      18.       4.      24.      22.125],4,B0053,9,6681,06681.csv,,,,,
discharge,[2010.      9.     18.      7.     25.     38.64],4,B0053,10,6682,06682.csv,1.121790272357562,,,,
charge,[2010.       9.      18.       8.       8.      20.468],4,B0053,11,6683,06683.csv,,,,,
discharge,[2010.       9.      18.      11.       9.      35.656],4,B0053,12,6684,06684.csv,1.1135982401443856,,,,
impedance,[2010.       9.      18.      11.      56.      16.718],24,B0053,13,6685,06685.csv,,0.1001792105027989,0.1499614197531393,0.1001792105027989,0.1499614197531393
charge,[2010.       9.      18.      12.      28.       3.796],4,B0053,14,6686,06686.csv,,,,,
impedance,[2010.      9.     18.     15.     33.     19.14],24,B0053,15,6687,06687.csv,,0.0997211625758571,0.1685832323391912,0.0997211625758571,0.1685832323391912
discharge,[2010.       9.      18.      16.       5.       6.281],4,B0053,16,6688,06688.csv,1.0864654057095062,,,,
charge,[2010.       9.      18.      16.      48.       9.078],4,B0053,17,6689,06689.csv,,,,,
discharge,[2010.       9.      18.      19.      49.      23.328],4,B0053,18,6690,06690.csv,1.0647493568993147,,,,
charge,[2010.       9.      18.      20.      32.      11.859],4,B0053,19,6691,06691.csv,,,,,
discharge,[2010.       9.      18.      23.      33.      26.125],4,B0053,20,6692,06692.csv,1.0809288094959644,,,,
charge,[2010.       9.      19.       0.      15.      53.859],4,B0053,21,6693,06693.csv,,,,,
discharge,[2010.       9.      19.       3.      17.      11.312],4,B0053,22,6694,06694.csv,1.0852752041846463,,,,
charge,[2010.       9.      19.       3.      59.      19.781],4,B0053,23,6695,06695.csv,,,,,
discharge,[2010.       9.      19.       7.       0.      37.453],4,B0053,24,6696,06696.csv,1.0504799933740894,,,,
impedance,[2010.       9.      19.       7.      46.      55.343],24,B0053,25,6697,06697.csv,,0.1016430830095947,0.1556930946059185,0.1016430830095947,0.1556930946059185
charge,[2010.       9.      19.       8.      18.      42.812],4,B0053,26,6698,06698.csv,,,,,
impedance,[2.01e+03 9.00e+00 1.90e+01 1.10e+01 2.40e+01 7.96e-01],24,B0053,27,6699,06699.csv,,0.1005922423642111,0.1637383357163175,0.1005922423642111,0.1637383357163175
discharge,[2010.       9.      19.      11.      55.      48.484],4,B0053,28,6700,06700.csv,1.0853550177054305,,,,
charge,[2010.       9.      19.      12.      37.      25.421],4,B0053,29,6701,06701.csv,,,,,
discharge,[2010.       9.      19.      15.      38.      44.765],4,B0053,30,6702,06702.csv,1.0508395690790722,,,,
charge,[2010.       9.      19.      16.      20.      55.593],4,B0053,31,6703,06703.csv,,,,,
discharge,[2010.       9.      19.      19.      22.      11.656],4,B0053,32,6704,06704.csv,1.060906788333118,,,,
charge,[2.01e+03 9.00e+00 1.90e+01 2.00e+01 4.00e+00 7.96e-01],4,B0053,33,6705,06705.csv,,,,,
discharge,[2010.       9.      19.      23.       5.      17.437],4,B0053,34,6706,06706.csv,1.070582461063814,,,,
charge,[2010.       9.      19.      23.      46.      55.921],4,B0053,35,6707,06707.csv,,,,,
discharge,[2.0100e+03 9.0000e+00 2.0000e+01 2.0000e+00 4.8000e+01 1.1609e+01],4,B0053,36,6708,06708.csv,1.024036665663697,,,,
impedance,[2010.       9.      20.       3.      33.      57.015],24,B0053,37,6709,06709.csv,,0.1005562217242655,0.1577926935581481,0.1005562217242655,0.1577926935581481
charge,[2010.       9.      20.       4.       5.      45.906],4,B0053,38,6710,06710.csv,,,,,
impedance,[2.010e+03 9.000e+00 2.000e+01 7.000e+00 1.100e+01 1.781e+00],24,B0053,39,6711,06711.csv,,0.0994015439552692,0.166904876534016,0.0994015439552692,0.166904876534016
discharge,[2010.       9.      20.       7.      42.      50.203],4,B0053,40,6712,06712.csv,1.0670957253433857,,,,
charge,[2010.       9.      20.       8.      24.      15.015],4,B0053,41,6713,06713.csv,,,,,
discharge,[2010.       9.      20.      11.      25.      31.156],4,B0053,42,6714,06714.csv,1.0279237850447498,,,,
charge,[2010.       9.      20.      12.       7.      10.968],4,B0053,43,6715,06715.csv,,,,,
discharge,[2010.       9.      20.      15.       8.      29.703],4,B0053,44,6716,06716.csv,1.0325426399701008,,,,
charge,[2.01e+03 9.00e+00 2.00e+01 1.50e+01 5.00e+01 1.14e+00],4,B0053,45,6717,06717.csv,,,,,
discharge,[2010.       9.      20.      18.      51.      21.781],4,B0053,46,6718,06718.csv,1.055948784653705,,,,
charge,[2010.       9.      20.      19.      32.       6.515],4,B0053,47,6719,06719.csv,,,,,
discharge,[2010.       9.      20.      22.      33.      25.109],4,B0053,48,6720,06720.csv,1.0445313831308718,,,,
impedance,[2010.       9.      20.      23.      18.      51.328],24,B0053,49,6721,06721.csv,,0.1018168332308491,0.1548922964952743,0.1018168332308491,0.1548922964952743
charge,[2010.       9.      20.      23.      50.      39.718],4,B0053,50,6722,06722.csv,,,,,
impedance,[2.0100e+03 9.0000e+00 2.1000e+01 2.0000e+00 5.5000e+01 5.6796e+01],24,B0053,51,6723,06723.csv,,0.1014664503272224,0.1650786182762299,0.1014664503272224,0.1650786182762299
discharge,[2010.       9.      21.      16.      21.       5.187],4,B0053,52,6724,06724.csv,1.035313906812183,,,,
impedance,[2010.       9.      21.      17.       7.      17.328],24,B0053,53,6725,06725.csv,,0.1017461785485285,0.1566727930158454,0.1017461785485285,0.1566727930158454
charge,[2010.       9.      21.      17.      39.       5.828],4,B0053,54,6726,06726.csv,,,,,
impedance,[2010.       9.      21.      20.      44.      24.828],24,B0053,55,6727,06727.csv,,0.1011177165294839,0.1670114106313426,0.1011177165294839,0.1670114106313426
discharge,[2010.       9.      21.      21.      16.      13.531],4,B0053,56,6728,06728.csv,1.076341053101982,,,,
charge,[2010.      9.     21.     21.     58.     28.14],4,B0053,57,6729,06729.csv,,,,,
discharge,[2010.      9.     22.      0.     59.     48.89],4,B0053,58,6730,06730.csv,1.0352223140423542,,,,
charge,[2.0100e+03 9.0000e+00 2.2000e+01 1.0000e+00 4.1000e+01 3.2187e+01],4,B0053,59,6731,06731.csv,,,,,
discharge,[2010.       9.      22.       4.      42.      50.281],4,B0053,60,6732,06732.csv,1.0514287056908256,,,,
charge,[2010.       9.      22.       5.      24.      23.734],4,B0053,61,6733,06733.csv,,,,,
discharge,[2010.       9.      22.       8.      25.      42.578],4,B0053,62,6734,06734.csv,1.060332934638968,,,,
charge,[2010.       9.      22.       9.       6.      33.937],4,B0053,63,6735,06735.csv,,,,,
discharge,[2010    9   22   12    7   52],4,B0053,64,6736,06736.csv,1.0236966462748538,,,,
impedance,[2010.       9.      22.      12.      53.      15.031],24,B0053,65,6737,06737.csv,,0.1009186441573637,0.1555788464045654,0.1009186441573637,0.1555788464045654
charge,[2010.       9.      22.      13.      25.       4.078],4,B0053,66,6738,06738.csv,,,,,
impedance,[2010.       9.      22.      16.      30.      22.781],24,B0053,67,6739,06739.csv,,0.1021762818092291,0.1658215071854956,0.1021762818092291,0.1658215071854956
discharge,[2.0100e+03 9.0000e+00 2.2000e+01 1.7000e+01 2.0000e+00 1.1859e+01],4,B0053,68,6740,06740.csv,1.0465884668750887,,,,
charge,[2010.       9.      22.      17.      43.      16.453],4,B0053,69,6741,06741.csv,,,,,
discharge,[2010.       9.      22.      20.      44.      38.687],4,B0053,70,6742,06742.csv,1.0031121684812232,,,,
charge,[2010.       9.      22.      21.      25.      52.718],4,B0053,71,6743,06743.csv,,,,,
discharge,[2010.       9.      23.       0.      27.      12.937],4,B0053,72,6744,06744.csv,1.0461578935615607,,,,
charge,[2.0100e+03 9.0000e+00 2.3000e+01 1.0000e+00 7.0000e+00 4.6453e+01],4,B0053,73,6745,06745.csv,,,,,
discharge,[2010.       9.      23.       4.       9.       8.968],4,B0053,74,6746,06746.csv,1.0156263513525605,,,,
charge,[2010.      9.     23.      4.     49.     59.39],4,B0053,75,6747,06747.csv,,,,,
discharge,[2010.       9.      23.       7.      51.      17.218],4,B0053,76,6748,06748.csv,1.0250054893129452,,,,
impedance,[2010.      9.     23.      8.     35.     53.89],24,B0053,77,6749,06749.csv,,0.1015389689623685,0.1509264217178705,0.1015389689623685,0.1509264217178705
charge,[2010.      9.     23.      9.      7.     43.25],4,B0053,78,6750,06750.csv,,,,,
impedance,[2010.      9.     23.     12.     13.      2.64],24,B0053,79,6751,06751.csv,,0.1019045384887791,0.1710377846083801,0.1019045384887791,0.1710377846083801
discharge,[2010.       9.      23.      12.      44.      52.046],4,B0053,80,6752,06752.csv,0.9801331625592913,,,,
charge,[2010.       9.      23.      13.      25.      43.781],4,B0053,81,6753,06753.csv,,,,,
discharge,[2010.       9.      23.      16.      27.       6.734],4,B0053,82,6754,06754.csv,1.036777776420363,,,,
charge,[2010.      9.     23.     17.      7.     13.64],4,B0053,83,6755,06755.csv,,,,,
discharge,[2010.       9.      23.      20.       8.      35.109],4,B0053,84,6756,06756.csv,1.026830062058722,,,,
charge,[2010    9   23   20   48   49],4,B0053,85,6757,06757.csv,,,,,
discharge,[2010.       9.      23.      23.      50.      11.265],4,B0053,86,6758,06758.csv,1.0150379662805102,,,,
charge,[2010.       9.      24.       0.      30.      30.234],4,B0053,87,6759,06759.csv,,,,,
discharge,[2010.       9.      24.       3.      31.      49.968],4,B0053,88,6760,06760.csv,0.9904614739486177,,,,
impedance,[2010.       9.      24.       4.      16.      16.906],24,B0053,89,6761,06761.csv,,0.101508235879601,0.1565427337556848,0.101508235879601,0.1565427337556848
charge,[2010.       9.      24.       4.      48.       6.765],4,B0053,90,6762,06762.csv,,,,,
